resolution_id,resolution_type
2267,Information Furnished; Contract Language/Legal Issue; Appraisal Process Invoked
2268,Information Furnished; Contract Language/Legal Issue; Cancel/Non-Renewal Upheld
2269,Information Furnished; Contract Language/Legal Issue; Cancellation Withdrawn
2270,Information Furnished; Contract Language/Legal Issue; Cash Surrender Paid
2271,Information Furnished; Contract Language/Legal Issue; Claim Not Clean
2272,Information Furnished; Contract Language/Legal Issue; Claim Settled
2273,Information Furnished; Contract Language/Legal Issue; Clean Claims Violation
2274,Information Furnished; Contract Language/Legal Issue; Company Position Upheld
2275,Information Furnished; Contract Language/Legal Issue; Complainant Retained Attorney
2276,Information Furnished; Contract Language/Legal Issue; Complaint Withdrawn
2277,Information Furnished; Contract Language/Legal Issue; Consumer Withdraw
2278,Information Furnished; Contract Language/Legal Issue; Corrective Action Taken
2279,Information Furnished; Contract Language/Legal Issue; Failure to Timely Respond
2280,Information Furnished; Contract Language/Legal Issue; Insufficient Information
2281,Information Furnished; Contract Language/Legal Issue; Mediation Not Eligible
2282,Information Furnished; Contract Language/Legal Issue; No Enforcement Case Opened
2283,Information Furnished; Contract Language/Legal Issue; No Jurisdiction
2284,Information Furnished; Contract Language/Legal Issue; Non-Renewal Rescinded
2285,Information Furnished; Contract Language/Legal Issue; Other
2286,Information Furnished; Contract Language/Legal Issue; Policy Issued/Restored
2287,Information Furnished; Contract Language/Legal Issue; Policy Not In Force
2288,Information Furnished; Contract Language/Legal Issue; Premium Refunded
2289,Information Furnished; Contract Language/Legal Issue; Question of Fact
2290,Information Furnished; Contract Language/Legal Issue; Rate Problem Resolved
2291,Information Furnished; Contract Language/Legal Issue; Record Only
2292,Information Furnished; Contract Language/Legal Issue; Referred for Disciplinary Actn
2293,Information Furnished; Contract Language/Legal Issue; Referred To
2294,Information Furnished; Contract Language/Legal Issue; Stat Pen Pd-Over 90 Dys Late
2295,Information Furnished; Corrective Action Taken
2296,Information Furnished; Corrective Action Taken; Additional Monies Received
2297,Information Furnished; Corrective Action Taken; Additional Payment Expected
2298,Information Furnished; Corrective Action Taken; Agent Resp Recvd
2299,Information Furnished; Corrective Action Taken; Apparent Unlicensed Activity
2300,Information Furnished; Corrective Action Taken; Cancellation Withdrawn
2301,Information Furnished; Corrective Action Taken; Cash Surrender Paid
2302,Information Furnished; Corrective Action Taken; Claim Settled
2303,Information Furnished; Corrective Action Taken; Company Position Upheld
2304,Information Furnished; Corrective Action Taken; Contract Language/Legal Issue
2305,Information Furnished; Corrective Action Taken; Failure to Timely Respond
2306,Information Furnished; Corrective Action Taken; Insufficient Information
2307,Information Furnished; Corrective Action Taken; No Jurisdiction
2308,Information Furnished; Corrective Action Taken; Non-Renewal Rescinded
2309,Information Furnished; Corrective Action Taken; Policy Issued/Restored
2310,Information Furnished; Corrective Action Taken; Policy Not In Force
2311,Information Furnished; Corrective Action Taken; Premium Refund
2312,Information Furnished; Corrective Action Taken; Premium Refunded
2313,Information Furnished; Corrective Action Taken; Question of Fact
2314,Information Furnished; Corrective Action Taken; Referred for Disciplinary Actn
2315,Information Furnished; Corrective Action Taken; Referred To
2316,Information Furnished; Entered Into Arbitration
2317,Information Furnished; Entered Into Arbitration; Additional Monies Received
2318,Information Furnished; Entered Into Arbitration; Company Position Upheld
2319,Information Furnished; Entered Into Arbitration; Contract Language/Legal Issue
2320,Information Furnished; Entered Into Arbitration; Question of Fact
2321,Information Furnished; Entered Into Mediation; Question of Fact
2322,Information Furnished; Failure to Timely Respond
2323,Information Furnished; Failure to Timely Respond; Additional Monies Received
2324,Information Furnished; Failure to Timely Respond; Additional Payment Expected
2325,Information Furnished; Failure to Timely Respond; Agent 1st warning
2326,Information Furnished; Failure to Timely Respond; Claim Not Clean
2327,Information Furnished; Failure to Timely Respond; Claim Settled
2328,Information Furnished; Failure to Timely Respond; Contract Language/Legal Issue
2329,Information Furnished; Failure to Timely Respond; Policy Issued/Restored
2330,Information Furnished; Failure to Timely Respond; Question of Fact
2331,Information Furnished; Insufficient Information
2332,Information Furnished; Insufficient Information; Additional Monies Received
2333,Information Furnished; Insufficient Information; Additional Payment Expected
2334,Information Furnished; Insufficient Information; Claim Settled
2335,Information Furnished; Insufficient Information; Company Position Upheld
2336,Information Furnished; Insufficient Information; Contract Language/Legal Issue
2337,Information Furnished; Insufficient Information; No Jurisdiction
2338,Information Furnished; Insufficient Information; Question of Fact
2339,Information Furnished; Mediation Billed Amount
2340,Information Furnished; Mediation Billed Amount; Additional Monies Received
2341,Information Furnished; Mediation Billed Amount; Additional Payment Expected
2342,Information Furnished; Mediation Billed Amount; Mediation Not Eligible
2343,Information Furnished; Mediation Billed Amount; Mediation Paid Amount
2344,Information Furnished; Mediation Billed Amount; Out-of-Net/Mediation/Settl_Exp
2345,Information Furnished; Mediation Not Eligible
2346,Information Furnished; Mediation Not Eligible; Additional Monies Received
2347,Information Furnished; Mediation Not Eligible; Additional Payment Expected
2348,Information Furnished; Mediation Not Eligible; Claim Settled
2349,Information Furnished; Mediation Not Eligible; Contract Language/Legal Issue
2350,Information Furnished; Mediation Not Eligible; Mediation Billed Amount
2351,Information Furnished; Mediation Not Eligible; Referred for Disciplinary Actn
2352,Information Furnished; Mediation Not Eligible; Referred To
2353,Information Furnished; Mediation Paid Amount; Insufficient Information
2354,Information Furnished; Mediation Paid Amount; Mediation Billed Amount
2355,Information Furnished; No Enforcement Case Opened
2356,Information Furnished; No Enforcement Case Opened; Policy Not In Force
2357,Information Furnished; No Enforcement Case Opened; Question of Fact
2358,Information Furnished; No Enforcement Case Opened; Referred for Disciplinary Actn
2359,Information Furnished; No Enforcement Case Opened; Referred To
2360,Information Furnished; No Jurisdiction
2361,Information Furnished; No Jurisdiction; Additional Monies Received
2362,Information Furnished; No Jurisdiction; Additional Payment Expected
2363,Information Furnished; No Jurisdiction; Apparent Unlicensed Activity
2364,Information Furnished; No Jurisdiction; Claim Settled
2365,Information Furnished; No Jurisdiction; Company Position Upheld
2366,Information Furnished; No Jurisdiction; Consumer Withdraw
2367,Information Furnished; No Jurisdiction; Contract Language/Legal Issue
2368,Information Furnished; No Jurisdiction; Corrective Action Taken
2369,Information Furnished; No Jurisdiction; Insufficient Information
2370,Information Furnished; No Jurisdiction; Mediation Billed Amount
2371,Information Furnished; No Jurisdiction; Mediation Not Eligible
2372,Information Furnished; No Jurisdiction; Policy Issued/Restored
2373,Information Furnished; No Jurisdiction; Premium Refunded
2374,Information Furnished; No Jurisdiction; Question of Fact
2375,Information Furnished; No Jurisdiction; Record Only
2376,Information Furnished; No Jurisdiction; Referred To
2377,Information Furnished; No Jurisdiction; Stat Pen Pd-46 To 90 Dys Late
2378,Information Furnished; Non-Renewal Rescinded
2379,Information Furnished; Non-Renewal Rescinded; Claim Settled
2380,Information Furnished; Non-Renewal Rescinded; Contract Language/Legal Issue
2381,Information Furnished; Non-Renewal Rescinded; Corrective Action Taken
2382,Information Furnished; Opened/Linked to Case File
2383,Information Furnished; Other
2384,Information Furnished; Other; Additional Monies Received
2385,Information Furnished; Other; Contract Language/Legal Issue
2386,Information Furnished; Other; Corrective Action Taken
2387,Information Furnished; Other; Failure to Timely Respond
2388,Information Furnished; Other; No Jurisdiction
2389,Information Furnished; Out-of-Net/Mediation/Settl_Exp; Contract Language/Legal Issue
2390,Information Furnished; Overpaid Claim Recouped
2391,Information Furnished; Overpaid Claim Recouped; Company Position Upheld
2392,Information Furnished; Overpaid Claim Recouped; Contract Language/Legal Issue
2393,Information Furnished; Overpaid Claim Recouped; Corrective Action Taken
2394,Information Furnished; Overpaid Claim Recouped; Failure to Timely Respond
2395,Information Furnished; Policy Issued/Restored
2396,Information Furnished; Policy Issued/Restored; Additional Monies Received
2397,Information Furnished; Policy Issued/Restored; Company Position Upheld
2398,Information Furnished; Policy Issued/Restored; Contract Language/Legal Issue
2399,Information Furnished; Policy Issued/Restored; Corrective Action Taken
2400,Information Furnished; Policy Issued/Restored; Failure to Timely Respond
2401,Information Furnished; Policy Issued/Restored; Non-Renewal Rescinded
2402,Information Furnished; Policy Issued/Restored; Premium Refunded
2403,Information Furnished; Policy Issued/Restored; Question of Fact
2404,Information Furnished; Policy Issued/Restored; Referred To
2405,Information Furnished; Policy Not In Force
2406,Information Furnished; Policy Not In Force; Cancel/Non-Renewal Upheld
2407,Information Furnished; Policy Not In Force; Claim Settled
2408,Information Furnished; Policy Not In Force; Company Position Upheld
2409,Information Furnished; Policy Not In Force; Contract Language/Legal Issue
2410,Information Furnished; Policy Not In Force; Corrective Action Taken
2411,Information Furnished; Policy Not In Force; Insufficient Information
2412,Information Furnished; Policy Not In Force; No Jurisdiction
2413,Information Furnished; Policy Not In Force; Policy Issued/Restored
2414,Information Furnished; Policy Not In Force; Premium Refunded
2415,Information Furnished; Policy Not In Force; Question of Fact
2416,Information Furnished; Policy Not In Force; Referred To
2417,Information Furnished; Premium Refund
2418,Information Furnished; Premium Refunded
2419,Information Furnished; Premium Refunded; Additional Monies Received
2420,Information Furnished; Premium Refunded; Additional Payment Expected
2421,Information Furnished; Premium Refunded; Cancel/Non-Renewal Upheld
2422,Information Furnished; Premium Refunded; Cancellation Withdrawn
2423,Information Furnished; Premium Refunded; Cash Surrender Paid
2424,Information Furnished; Premium Refunded; Claim Settled
2425,Information Furnished; Premium Refunded; Company Position Upheld
2426,Information Furnished; Premium Refunded; Contract Language/Legal Issue
